사용일자,노선명,역명,승차총승객수,하차총승객수
0,25,485,0.03791578898636606,0.04018436597706021
0,25,188,0.026966968357213954,0.03022436491748563
0,25,380,0.1335385754959376,0.1579031019045853
0,25,319,0.04428138237540798,0.029906492543243887
0,26,523,0.4896182958727807,0.5141850547005378
0,26,453,0.104997569500706,0.11546713994331276
0,26,235,0.1198814842249022,0.1327911843394877
0,26,158,0.15865373486724843,0.17986278509178563
0,26,344,0.04604060091201592,0.052422452385367274
0,26,56,0.16133885789680794,0.19729278694604116
0,26,123,0.17543575380199533,0.1883393817382321
0,26,346,0.011921020346751233,0.011205001192021403
0,26,120,0.11134001527742414,0.1269900135095759
0,26,127,0.04240642577718108,0.039787025509258035
0,26,491,0.02763824911460383,0.031707769330613755
0,26,390,0.019791208536839425,0.024926492013456595
0,23,276,0.09617832920534247,0.09644777621784853
0,23,518,0.06534570959005578,0.06972000741702207
0,23,228,0.04421193953843661,0.049455643559111015
0,23,229,0.04835536214439481,0.051892665094964374
0,26,460,0.0013657091271035392,0.0022515959842123387
0,26,387,0.04763778616235735,0.05899181478636328
0,26,395,0.009444225828105831,0.011681809753384016
0,26,350,0.07073910326149857,0.09051415856533601
0,26,374,0.0075229740052313605,0.008423617917406161
0,26,327,0.011828429897456078,0.014304256840878387
0,26,63,0.01506909562278651,0.016714789012211597
0,26,315,0.006435036226013287,0.006648830494556435
0,26,343,0.0491886761880512,0.05758787846679558
0,0,444,0.879539825467003,0.8695928584673254
0,0,445,0.6233883474919562,0.6835580514423459
0,0,134,0.32020092127497046,0.36245397472914626
0,0,313,0.2674012175644082,0.29389949935101056
0,0,441,0.3817967176685725,0.46388175147678207
0,0,474,0.5454966320224068,0.6258377261529495
0,0,139,0.33496909793754776,0.4194325978119785
0,1,295,0.6701928196106571,0.5942888930094566
0,1,404,0.44545265155899166,0.4418426001960213
0,1,405,0.2469618758825027,0.28566130698524544
0,1,135,0.35242239762968447,0.4635109003735
0,1,303,0.3019837503761487,0.37114248629175384
0,1,237,0.237725978565311,0.254933644141877
0,1,382,0.29943751302053195,0.34311673862944025
0,1,509,0.09495150575218166,0.11104341606844852
0,1,148,0.43205018402351797,0.4801992000211915
0,1,60,0.4174903358718548,0.4504251543005483
0,1,16,0.6476701928196107,0.7615692299541734
0,1,428,0.18448647022059675,0.20444491536648035
0,1,429,0.4126061896715354,0.4787952637016238
0,1,446,0.13576074627902132,0.16958491165796932
0,1,260,0.564778593088123,0.568064422134513
0,1,358,0.3758014860767112,0.4840136685120924
0,1,52,0.32584893868197495,0.4640141982993828
0,1,254,0.2688595171408069,0.2708537522184843
0,1,184,0.19793523298071805,0.23082832242854492
0,1,81,0.5030902062452258,0.510026224470875
0,1,248,0.8342168005370246,0.9038965855209133
0,1,206,0.4175134834841786,0.42573706656777305
0,1,304,0.4731603435105669,0.49874175518529307
0,1,54,0.8499803245295248,0.943259781197849
0,1,110,0.44117034327909077,0.5325686736775185
0,1,174,0.342283743431865,0.42139281078646923
0,1,365,0.3110113191824263,0.37463908240841304
0,1,106,0.3172843221221731,0.38992344573653676
0,1,511,0.7248906275317701,0.9527694630605812
0,1,320,0.7690794194578829,0.8886652009218299
0,1,411,0.29459966204486004,0.3526264204921724
0,1,329,0.19126872063146685,0.20470980901168181
0,1,483,0.1635147334552441,0.1876241688961882
0,1,384,0.05490613643202703,0.05835607003787979
0,1,302,0.024675354737158862,0.02895287542051866
0,1,313,0.0940487488715539,0.09724245715345288
0,1,124,0.019582880025925325,0.02206564064528092
0,1,348,0.1093493206175783,0.12166565124102673
0,1,318,0.17511168722946227,0.19697491457179941
0,1,385,0.04729057197750052,0.05311117586289105
0,2,459,0.13004328603504547,0.1353871420624619
0,2,62,0.39552325177657927,0.46234536833461365
0,2,361,0.7102613365431356,0.7822839130089269
0,2,215,0.33723756394527904,0.42316759820931893
0,2,95,0.2570079396310271,0.2668803475404625
0,2,517,0.34605680424064256,0.37646684856030305
0,2,173,0.08134070970579385,0.08344149823845726
0,2,130,0.345130899747691,0.4097374903976054
0,2,444,0.23078169486817435,0.3559111016926704
0,2,404,0.21969398856507952,0.2433048131175333
0,2,482,2.31476123237888e-05,0.0
0,2,136,0.26677623203166595,0.3425604619745172
0,2,342,0.22309668757667647,0.2431193875658923
0,2,74,0.14333001550890026,0.1529760801038383
0,2,378,0.1636999143538344,0.18338587057296496
0,2,336,0.44288326659105115,0.5545283568647188
0,2,312,0.4212171014559848,0.5205689915498927
0,2,430,0.08073887178537534,0.08503086010966597
0,2,52,0.20923126779472698,0.11671214007575959
0,2,84,0.6051480289808107,0.7007231596514
0,2,345,0.473368672021481,0.5662896347116633
0,2,163,0.15036688965533204,0.16269767688273157
0,2,122,0.08145644776741279,0.09313660565283038
0,2,116,0.2335825559593528,0.23506662075176815
0,2,502,0.055924631374273746,0.06585256019708087
0,2,115,0.15617694034860305,0.16521416651214538
0,2,424,0.11856207032244624,0.12948001377446955
0,2,287,0.35066317909307654,0.39956557442186963
0,2,2,0.1541630980764334,0.16423406002489999
0,2,30,0.09594685308210459,0.106752139016185
0,2,369,0.08608597023217056,0.09340149929803183
0,3,104,0.179856947755839,0.19056448835792428
0,3,232,0.3586259577324599,0.36719557097825223
0,3,94,0.4125598944468878,0.5351116526714524
0,3,464,0.5120251846022082,0.6108182564700273
0,3,324,0.5260526376704243,0.5380784614977087
0,3,290,0.6460035647322978,0.7266032687875817
0,3,179,0.2700168977569964,0.2827474768880294
0,3,180,0.49603018448647024,0.5635877195306085
0,3,77,0.36441286081340707,0.4010754681995179
0,3,267,0.44144811462697625,0.491245265026092
0,3,507,0.25929955325108217,0.29072077560859316
0,3,134,0.4130459943056874,0.4801462212921512
0,3,135,0.45242008286845214,0.4291012158618315
0,3,482,0.4443878613920974,0.5342375036422876
0,3,525,0.7272979792134441,0.8185213636724855
0,3,250,0.19710191893706164,0.5964080421710684
0,3,292,0.26240133330246984,0.2840189663849964
0,3,223,0.14870026156801927,0.22539800270191518
0,3,314,0.4007777597740793,0.5243834600407936
0,3,415,0.29955325108215086,0.34878546263675136
0,3,142,0.034698270873359416,0.045561706974649674
0,3,480,0.35413532094164485,0.4369685571243146
0,3,217,0.53616814425592,0.5889380413763874
0,3,89,0.028865072567764636,0.0188869169028635
0,4,187,0.12022869840975903,0.1272284177902572
0,4,23,0.10217356079720377,0.1086858626261556
0,4,79,0.28365084141570795,0.20831236258642155
0,4,279,0.11844633226082729,0.13334746099441075
0,4,149,0.1829124325825791,0.211861937432121
0,4,183,0.36223698525497094,0.4445710047415962
0,4,389,0.2410360871276128,0.26884056051495325
0,4,519,0.49197935232980716,0.5066355858122964
0,4,80,0.49181731904354065,0.5173637784429551
0,4,317,0.21904585542001342,0.21276257582580593
0,4,171,0.2688363695284831,0.3043627983364679
0,4,372,0.3822365223027245,0.44981589891658497
0,4,350,0.09960417582926322,0.1037588408254086
0,4,365,0.06770676604708224,0.07130936928823077
0,4,366,0.23409180343047614,0.2638340706206458
0,4,298,0.09212749704867942,0.10118937246695452
0,4,355,0.6002407351681674,0.791608169320018
0,4,354,0.36473692738594016,0.47304707160075227
0,4,156,0.2109904863313349,0.23829832322322586
0,4,39,0.2153885326728548,0.2548011973192763
0,4,338,0.09539131038633365,0.10132181928955525
0,4,483,0.060114349204879514,0.056104474053667454
0,4,244,0.309622462442999,0.26380758125612563
0,4,444,0.5082058285687832,0.5944743185610977
0,4,405,0.11187241036087128,0.12921512012926809
0,4,135,0.03925835050114581,0.05478000582766019
0,4,471,0.06066989190065045,0.07027628407194511
0,4,297,0.0998356519525011,0.11957299144393525
0,4,512,0.1292099719913891,0.12667214113533415
0,4,382,0.08203513807550751,0.12847341792270403
0,4,154,0.10166431332608042,0.10791767105507138
0,4,103,0.26543367051688616,0.26534396439829405
0,4,434,0.3087660007870188,0.3383486530158141
0,4,65,0.2259438438925025,0.2855553495271648
0,4,328,0.30952987199370385,0.32754099229159495
0,4,46,0.1987916946366982,0.21792800190723424
0,4,469,0.4445730422906877,0.4811528171439167
0,4,13,0.31777042198097266,0.346163015549257
0,4,76,0.1560843498993079,0.18187597679531667
0,4,68,0.19610657160713874,0.21183544806760085
0,4,168,0.14765861901344876,0.15867129347566952
0,4,32,0.1560380546746603,0.16926703928372758
0,4,239,0.22791139094002455,0.24791396254403855
0,4,144,0.20455545010532164,0.23088130115758523
0,4,381,0.15663989259507882,0.18966384996423935
0,4,185,0.12948774333927454,0.14304256840878388
0,4,369,0.05351727969259971,0.0544886228179386
0,4,19,0.10349297469965973,0.119890863818177
0,4,24,0.1618481053679313,0.17059150750973484
0,4,155,0.11673340894886693,0.12932107758734868
0,4,17,0.10703455938519942,0.10235490450584091
0,4,178,0.3354551977963473,0.3920425948981484
0,4,500,0.0781231915927872,0.0881036263940028
0,4,499,0.16962570310872432,0.17594235914280415
0,4,498,0.15221869864123516,0.1673862944027973
0,5,408,0.3094141339320849,0.34298429180683954
0,5,359,0.0661327284090646,0.08595798786787105
0,5,215,0.09800699057892179,0.09316309501735053
0,5,131,0.04976736649614592,0.058567984954040954
0,5,361,4.62952246475776e-05,0.0
0,5,58,0.14374667253072845,0.11861937432121003
0,5,241,0.20434712159440754,0.2196498106010437
0,5,458,0.1744404064720724,0.19472331858758707
0,5,147,0.1953427004004537,0.22698736457312388
0,5,402,0.13078400962940673,0.1486318243225345
0,5,157,0.22339760653688573,0.22809991788297
0,5,159,0.359598157450059,0.4531535588461233
0,5,511,0.30332631189092846,0.33993801488702285
0,5,236,0.24166107266035508,0.3159651399962915
0,5,51,0.12599245387838245,0.13204948213292364
0,5,118,0.1316636188977107,0.1485788455934942
0,5,39,0.2733270063192982,0.29699875499986755
0,5,526,0.1219647693340432,0.1256390559190485
0,5,223,0.18798175968148886,0.1781939551270165
0,5,96,0.1279137057012569,0.16010171915975735
0,5,416,0.3239045392467767,0.47103387989722123
0,5,503,0.2536283882317539,0.3572090805541575
0,5,193,0.036388046572996,0.042568408783873274
0,5,342,0.06175782967986852,0.0752562846017324
0,5,471,0.06520682391611306,0.06730947524568885
0,5,303,0.15231128909053032,0.16047257026303938
0,5,139,0.24145274414944098,0.2617679001880745
0,5,465,0.051873799217610705,0.04829011152022463
0,5,200,0.138098655123724,0.14346639824110619
0,5,332,0.1740237494502442,0.18926650949643717
0,5,33,0.1322654568181292,0.14190352573441764
